ObsDateTime,Latitude,Longitude,Elevation,NELM,Constellation,State
2022-09-23 14:31:00+00:00,42.3376,-122.9,410.794,3,Cygnus,United States - Oregon
2022-09-23 17:44:00+00:00,33.538,-86.6091,195.14,3,Cygnus,United States
2022-09-23 19:45:00+00:00,39.0558,-76.4988,25.4229,1,Cygnus,United States - Maryland
2022-09-23 18:35:00+00:00,32.4135,-84.9137,105.237,3,Cygnus,United States - Georgia
2022-09-23 16:05:00+00:00,29.9945,-90.1768,1.17549e-38,2,Cygnus,United States - Louisiana
2022-09-23 19:08:00+00:00,41.7215,-73.9366,15.6284,4,Cygnus,United States - New York
2022-09-23 16:58:00+00:00,32.3182,-86.9023,50.8541,4,Cygnus,United States - Alabama
2022-09-23 16:40:00+00:00,33.4951,-86.7497,239.252,3,Cygnus,United States - Alabama
2022-09-23 12:53:00+00:00,33.2216,-117.263,114.814,3,Cygnus,United States - California
2022-09-23 18:35:00+00:00,32.4135,-84.9137,105.237,3,Cygnus,United States - Georgia
2022-09-23 18:40:00+00:00,32.416,-84.9262,129.59,3,Cygnus,United States - Georgia
2022-09-22 16:00:00+00:00,48.0247,-90.5182,569.0,5,Cygnus,United States - Minnesota
2022-09-23 14:15:00+00:00,40.6306,-112.013,1434.74,1,Cygnus,United States - Utah
2022-09-23 18:15:00+00:00,42.3336,-71.1305,24.9679,3,Cygnus,United States - Massachusetts
2022-09-23 16:12:00+00:00,37.9793,-100.853,863.902,3,Cygnus,United States - Kansas
2022-09-23 16:09:00+00:00,34.6728,-86.5627,208.922,3,Cygnus,United States - Alabama
2022-09-23 16:09:00+00:00,33.2037,-86.8163,193.565,2,Cygnus,United States - Alabama
2022-09-23 15:44:00+00:00,33.7567,-86.4018,213.547,3,Cygnus,United States - Alabama
2022-09-23 15:41:00+00:00,33.7029,-86.8219,196.032,5,Cygnus,United States - Alabama
2022-09-23 14:53:00+00:00,33.6601,-86.8128,205.999,5,Cygnus,United States - Alabama
2022-09-23 17:30:00+00:00,40.9468,-76.8822,161.285,4,Cygnus,United States
2022-09-23 15:25:00+00:00,33.5759,-86.9045,170.498,4,Cygnus,United States - Alabama
2022-09-23 15:05:00+00:00,33.4991,-86.8036,197.241,5,Cygnus,United States - Alabama
2022-09-23 16:57:00+00:00,26.4807,-82.181,0.855298,4,Cygnus,United States - Florida
2022-09-23 16:49:00+00:00,39.5303,-77.5763,232.055,4,Cygnus,United States - Maryland
2022-09-23 16:54:00+00:00,41.4888,-82.1028,183.091,1,Cygnus,United States - Ohio
2022-09-23 16:49:00+00:00,40.7939,-77.8611,344.65,3,Cygnus,United States - Pennsylvania
2022-09-23 16:24:00+00:00,40.8034,-77.8573,347.602,4,Cygnus,United States - Pennsylvania
2022-09-22 16:10:00+00:00,40.8034,-77.8573,347.602,1,Cygnus,United States - Pennsylvania
2022-09-21 17:40:00+00:00,29.8725,-98.6307,391.147,5,Cygnus,United States - Texas
2022-09-20 16:02:00+00:00,40.8254,-74.4022,84.271,3,Cygnus,United States - New Jersey
2022-09-22 17:35:00+00:00,42.671,-70.9802,31.6423,4,Cygnus,United States - Massachusetts
2022-09-22 15:36:00+00:00,33.4994,-86.8078,186.598,3,Cygnus,United States - Alabama
2022-09-22 15:34:00+00:00,33.4997,-86.8075,186.546,3,Cygnus,United States - Alabama
2022-09-22 15:32:00+00:00,33.5,-86.8074,187.202,3,Cygnus,United States - Alabama
2022-09-22 15:30:00+00:00,33.5001,-86.8074,187.131,3,Cygnus,United States - Alabama
2022-09-23 00:00:00+00:00,46.8104,-92.0655,244.651,3,Cygnus,United States - Minnesota
2022-09-22 18:22:00+00:00,33.6198,-86.6089,211.522,2,Cygnus,United States - Alabama
2022-09-22 17:30:00+00:00,44.4689,-89.5425,331.884,2,Cygnus,United States - Wisconsin
2022-09-22 17:35:00+00:00,42.671,-70.9802,31.6423,4,Cygnus,United States - Massachusetts
2022-09-22 14:43:00+00:00,33.6141,-86.7905,178.772,3,Cygnus,United States - Alabama
2022-09-22 15:32:00+00:00,33.6669,-86.8509,185.097,3,Cygnus,United States - Alabama
2022-09-22 15:39:00+00:00,38.888,-119.819,1461.36,6,Cygnus,United States - Nevada
2022-09-21 17:50:00+00:00,33.5946,-86.4811,219.659,3,Cygnus,United States - Alabama
2022-09-22 18:22:00+00:00,33.6198,-86.6089,211.522,2,Cygnus,United States - Alabama
2022-09-22 14:09:00+00:00,36.9049,-111.459,1298.87,4,Cygnus,United States - Arizona
2022-09-22 05:40:00+00:00,40.8012,-77.8539,330.291,3,Cygnus,United States - Pennsylvania
2022-09-21 17:45:00+00:00,40.8018,-77.8666,368.097,2,Cygnus,United States - Pennsylvania
2022-09-22 14:43:00+00:00,33.6141,-86.7905,178.772,3,Cygnus,United States - Alabama
2022-09-22 17:15:00+00:00,33.3746,-86.8321,154.585,3,Cygnus,United States - Alabama
2022-09-22 16:54:00+00:00,33.4377,-86.7904,275.663,3,Cygnus,United States - Alabama
2022-09-22 16:48:00+00:00,33.4982,-86.8067,195.346,1,Cygnus,United States - Alabama
2022-09-22 16:50:00+00:00,33.4982,-86.8062,196.31,1,Cygnus,United States - Alabama
2022-09-21 18:23:00+00:00,37.998,-105.699,2428.18,7,Cygnus,United States - Colorado
2022-09-22 18:20:00+00:00,26.4807,-82.181,0.820161,4,Cygnus,United States - Florida
2022-09-22 16:13:00+00:00,30.2387,-97.8824,282.998,5,Cygnus,United States - Texas
2022-09-22 15:46:00+00:00,33.297,-86.799,149.934,3,Cygnus,United States - Alabama
2022-09-22 16:35:00+00:00,41.3043,-81.9076,248.873,5,Cygnus,United States - Ohio
2022-09-22 16:35:00+00:00,41.3043,-81.9076,248.873,5,Cygnus,United States - Ohio
2022-09-22 16:35:00+00:00,41.3043,-81.9076,248.873,5,Cygnus,United States - Ohio
2022-09-22 15:39:00+00:00,44.7861,-93.1761,284.08,3,Cygnus,United States - Minnesota
2022-09-22 17:35:00+00:00,42.671,-70.9802,31.6423,4,Cygnus,United States - Massachusetts
2022-09-22 15:26:00+00:00,34.1748,-86.8436,243.636,2,Cygnus,United States - Alabama
2022-09-21 17:50:00+00:00,33.5946,-86.4811,219.659,3,Cygnus,United States - Alabama
2022-09-22 14:48:00+00:00,33.4138,-86.6321,254.585,3,Cygnus,United States - Alabama
2022-09-22 15:09:00+00:00,33.3715,-86.6459,258.931,4,Cygnus,United States - Alabama
2022-09-22 16:42:00+00:00,38.7567,-82.9775,182.125,4,Cygnus,United States
2022-09-22 10:45:00+00:00,33.4473,-86.8133,198.486,4,Cygnus,United States - Alabama
2022-09-22 16:53:00+00:00,41.4888,-82.1031,182.761,2,Cygnus,United States - Ohio
2022-09-22 14:43:00+00:00,33.6141,-86.7905,178.772,3,Cygnus,United States - Alabama
2022-09-22 14:49:00+00:00,33.7015,-86.8218,198.725,2,Cygnus,United States - Alabama
2022-09-22 16:16:00+00:00,33.7058,-84.7226,294.391,5,Cygnus,United States - Georgia
2022-09-22 15:32:00+00:00,33.6669,-86.8509,185.097,3,Cygnus,United States - Alabama
2022-09-21 14:50:00+00:00,33.6669,-86.8509,185.097,4,Cygnus,United States - Alabama
2022-09-20 14:36:00+00:00,33.6669,-86.8509,185.097,3,Cygnus,United States - Alabama
2022-09-19 15:03:00+00:00,33.6669,-86.8509,185.097,3,Cygnus,United States - Alabama
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-20 18:10:00+00:00,40.2803,-74.0054,11.9509,4,Cygnus,United States - New Jersey
2022-09-20 18:10:00+00:00,40.2803,-74.0054,11.9509,4,Cygnus,United States - New Jersey
2022-09-22 04:50:00+00:00,42.4754,-122.802,398.178,4,Cygnus,United States - Oregon
2022-09-20 15:30:00+00:00,33.4768,-86.7897,223.408,2,Cygnus,United States - Alabama
2022-09-21 16:22:00+00:00,42.3035,-71.2335,34.0572,4,Cygnus,United States - Massachusetts
2022-09-22 05:35:00+00:00,33.4984,-86.8107,185.911,7,Cygnus,United States - Alabama
2022-09-21 04:34:00+00:00,32.5468,-96.875,193.47,5,Cygnus,United States - Texas
2022-09-21 15:48:00+00:00,47.3289,-122.143,110.581,3,Cygnus,United States - Washington
2022-09-20 18:52:00+00:00,33.1969,-87.5292,70.2769,1,Cygnus,United States - Alabama
2022-09-21 14:03:00+00:00,36.9049,-111.459,1298.87,4,Cygnus,United States - Arizona
2022-09-21 17:28:00+00:00,33.5119,-86.8689,182.743,3,Cygnus,United States - Alabama
2022-09-21 18:41:00+00:00,26.4798,-82.1806,1.2475,5,Cygnus,United States - Florida
2022-09-21 16:24:00+00:00,33.6895,-86.8605,179.174,4,Cygnus,United States - Alabama
2022-09-21 17:35:00+00:00,40.8003,-77.8581,351.154,2,Cygnus,United States - Pennsylvania
2022-09-21 17:44:00+00:00,35.0462,-83.818,576.222,4,Cygnus,United States - North Carolina
2022-09-21 17:44:00+00:00,35.0462,-83.818,576.222,4,Cygnus,United States - North Carolina
2022-09-21 17:45:00+00:00,40.8018,-77.8666,368.097,2,Cygnus,United States - Pennsylvania
2022-09-21 15:38:00+00:00,33.3904,-86.6578,252.688,3,Cygnus,United States - Alabama
2022-09-21 17:35:00+00:00,40.8003,-77.8581,351.154,2,Cygnus,United States - Pennsylvania
2022-09-21 15:09:00+00:00,33.5049,-86.8128,179.612,1,Cygnus,United States - Alabama
2022-09-21 14:54:00+00:00,33.3823,-86.7868,143.395,3,Cygnus,United States - Alabama
2022-09-20 16:40:00+00:00,33.4913,-86.897,183.204,3,Cygnus,United States - Alabama
2022-09-21 14:54:00+00:00,33.3823,-86.7868,143.395,3,Cygnus,United States - Alabama
2022-09-21 14:55:00+00:00,33.3835,-86.7895,146.383,3,Cygnus,United States - Alabama
2022-09-21 16:50:00+00:00,38.7566,-82.9776,185.536,2,Cygnus,United States
2022-09-21 16:48:00+00:00,42.3123,-71.1374,66.9147,3,Cygnus,United States - Massachusetts
2022-09-21 16:22:00+00:00,42.3035,-71.2335,34.0572,4,Cygnus,United States - Massachusetts
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-20 18:52:00+00:00,33.1969,-87.5292,70.2769,1,Cygnus,United States - Alabama
2022-09-21 12:59:00+00:00,40.5638,-88.6133,228.845,5,Cygnus,United States - Illinois
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-20 06:16:00+00:00,40.0179,-78.9072,680.333,1,Cygnus,United States - Pennsylvania
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-20 17:40:00+00:00,29.8725,-98.6307,391.147,5,Cygnus,United States - Texas
2022-09-20 17:35:00+00:00,33.491,-86.8041,202.854,2,Cygnus,United States - Alabama
2022-09-18 16:29:00+00:00,33.5952,-86.5763,225.588,4,Cygnus,United States - Alabama
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-20 18:10:00+00:00,40.2803,-74.0054,11.9509,4,Cygnus,United States - New Jersey
2022-09-20 18:01:00+00:00,45.5633,-122.68,62.7585,4,Cygnus,United States - Oregon
2022-09-20 18:52:00+00:00,33.1969,-87.5292,70.2769,1,Cygnus,United States - Alabama
2022-09-20 05:45:00+00:00,40.8011,-77.8539,330.322,4,Cygnus,United States - Pennsylvania
2022-09-20 18:52:00+00:00,33.1969,-87.5292,70.2769,1,Cygnus,United States - Alabama
2022-09-20 18:52:00+00:00,33.1969,-87.5292,70.2769,1,Cygnus,United States - Alabama
2022-09-20 14:49:00+00:00,45.7422,-123.186,348.642,6,Cygnus,United States - Oregon
2022-09-20 20:07:00+00:00,39.6295,-79.9559,270.946,2,Cygnus,United States - West Virginia
2022-09-20 14:06:00+00:00,36.9049,-111.459,1298.78,4,Cygnus,United States - Arizona
2022-09-20 17:51:00+00:00,33.275,-87.0705,148.154,1,Cygnus,United States - Alabama
2022-09-20 17:35:00+00:00,33.491,-86.8041,202.854,2,Cygnus,United States - Alabama
2022-09-20 17:34:00+00:00,33.6863,-86.5941,315.091,2,Cygnus,United States - Alabama
2022-09-20 17:29:00+00:00,34.6847,-86.5737,185.433,3,Cygnus,United States - Alabama
2022-09-20 19:29:00+00:00,40.2831,-74.0051,10.0425,4,Cygnus,United States - New Jersey
2022-09-20 12:56:00+00:00,33.2216,-117.263,114.814,4,Cygnus,United States - California
2022-09-20 16:38:00+00:00,33.2749,-87.0706,147.835,1,Cygnus,United States - Alabama
2022-09-20 16:28:00+00:00,33.2543,-86.9123,137.059,3,Cygnus,United States - Alabama
2022-09-20 15:03:00+00:00,33.5119,-86.8689,182.743,1,Cygnus,United States - Alabama
2022-09-20 16:16:00+00:00,33.6733,-86.5909,254.722,3,Cygnus,United States - Alabama
2022-09-20 15:57:00+00:00,33.3703,-86.8076,142.345,4,Cygnus,United States - Alabama
2022-09-20 17:57:00+00:00,40.8038,-77.8575,349.428,4,Cygnus,United States - Pennsylvania
2022-09-20 15:43:00+00:00,33.4983,-87.0723,163.719,4,Cygnus,United States - Alabama
2022-09-20 15:45:00+00:00,30.016,-95.6777,47.2297,2,Cygnus,United States
2022-09-20 15:31:00+00:00,33.6273,-86.7124,236.881,3,Cygnus,United States - Alabama
2022-09-20 15:07:00+00:00,33.4289,-87.0554,149.194,3,Cygnus,United States - Alabama
2022-09-20 15:07:00+00:00,33.4289,-87.0554,149.194,3,Cygnus,United States - Alabama
2022-09-20 16:40:00+00:00,38.191,-83.4307,233.058,3,Cygnus,United States - Kentucky
2022-09-20 15:24:00+00:00,33.4004,-88.1459,119.626,2,Cygnus,United States - Alabama
2022-09-20 14:56:00+00:00,33.4979,-86.8024,199.338,2,Cygnus,United States - Alabama
2022-09-20 15:03:00+00:00,33.5119,-86.8689,182.743,1,Cygnus,United States - Alabama
2022-09-20 17:05:00+00:00,40.7981,-77.8659,368.299,2,Cygnus,United States - Pennsylvania
2022-09-20 16:55:00+00:00,38.757,-82.9767,178.046,4,Cygnus,United States
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-19 18:00:00+00:00,38.1854,-83.436,235.882,5,Cygnus,United States - Kentucky
2022-09-19 15:03:00+00:00,33.6669,-86.8509,185.097,3,Cygnus,United States - Alabama
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-19 04:45:00+00:00,33.4622,-86.7697,317.749,4,Cygnus,United States - Alabama
2022-09-19 17:10:00+00:00,44.9851,-93.1864,305.477,1,Cygnus,United States - Minnesota
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-20 06:40:00+00:00,43.0506,-85.674,218.67,2,Cygnus,United States - Michigan
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-19 15:03:00+00:00,33.6669,-86.8509,185.097,3,Cygnus,United States - Alabama
2022-09-18 15:15:00+00:00,33.6668,-86.8511,184.87,4,Cygnus,United States - Alabama
2022-09-17 18:01:00+00:00,35.2031,-85.9211,588.435,1,Cygnus,United States - Tennessee
2022-09-19 16:00:00+00:00,44.5251,-89.5746,332.052,3,Cygnus,United States - Wisconsin
2022-09-19 15:30:00+00:00,44.4767,-89.5323,329.897,5,Cygnus,United States - Wisconsin
2022-09-19 16:30:00+00:00,44.4777,-89.5165,330.783,4,Cygnus,United States - Wisconsin
2022-09-19 15:30:00+00:00,44.4768,-89.5082,331.841,4,Cygnus,United States - Wisconsin
2022-09-19 17:15:00+00:00,44.528,-89.5832,331.637,3,Cygnus,United States - Wisconsin
2022-09-19 16:30:00+00:00,44.5236,-89.5746,330.279,2,Cygnus,United States - Wisconsin
2022-09-19 16:30:00+00:00,44.5165,-89.5739,330.423,3,Cygnus,United States - Wisconsin
2022-09-19 15:30:00+00:00,44.5236,-89.5746,330.279,4,Cygnus,United States - Wisconsin
2022-09-19 15:30:00+00:00,44.5008,-89.5401,331.294,3,Cygnus,United States - Wisconsin
2022-09-19 15:30:00+00:00,44.4973,-89.4883,339.657,5,Cygnus,United States - Wisconsin
2022-09-19 15:30:00+00:00,44.5374,-89.5533,333.607,4,Cygnus,United States - Wisconsin
2022-09-20 15:30:00+00:00,44.5158,-89.5644,330.715,3,Cygnus,United States - Wisconsin
2022-09-20 04:23:00+00:00,34.0998,-84.1747,355.805,2,Cygnus,United States - Georgia
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-18 18:44:00+00:00,47.2529,-94.4373,405.569,6,Cygnus,United States - Minnesota
2022-09-19 17:42:00+00:00,37.998,-105.699,2427.94,6,Cygnus,United States - Colorado
2022-09-19 14:46:00+00:00,36.9049,-111.459,1298.87,4,Cygnus,United States - Arizona
2022-09-19 17:01:00+00:00,40.803,-77.8564,344.836,3,Cygnus,United States - Pennsylvania
2022-09-19 13:21:00+00:00,33.2216,-117.263,114.814,3,Cygnus,United States - California
2022-09-19 13:18:00+00:00,33.752,-116.308,36.4116,3,Cygnus,United States - California
2022-09-19 17:10:00+00:00,44.9851,-93.1864,305.477,1,Cygnus,United States - Minnesota
2022-09-19 16:49:00+00:00,33.6473,-86.6367,295.473,2,Cygnus,United States - Alabama
2022-09-19 15:17:00+00:00,33.7412,-87.007,168.77,3,Cygnus,United States - Alabama
2022-09-19 14:34:00+00:00,45.5015,-109.654,1357.47,4,Cygnus,United States - Montana
2022-09-19 16:17:00+00:00,30.4007,-89.0573,6.06527,3,Cygnus,United States - Mississippi
2022-09-19 18:19:00+00:00,42.3755,-86.2538,200.37,3,Cygnus,United States - Michigan
2022-09-19 16:24:00+00:00,33.3131,-86.9228,212.617,3,Cygnus,United States - Alabama
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-17 16:05:00+00:00,33.0013,-87.4872,116.287,4,Cygnus,United States - Alabama
2022-09-19 15:54:00+00:00,46.7867,-92.1005,200.733,4,Cygnus,United States - Minnesota
2022-09-19 15:38:00+00:00,33.4945,-86.8033,197.014,1,Cygnus,United States - Alabama
2022-09-19 17:37:00+00:00,40.7969,-77.8564,339.269,1,Cygnus,United States - Pennsylvania
2022-09-19 15:27:00+00:00,29.6486,-90.5283,0.538642,4,Cygnus,United States - Louisiana
2022-09-19 17:28:00+00:00,38.757,-82.9768,177.976,5,Cygnus,United States
2022-09-19 17:28:00+00:00,40.8012,-77.8539,330.445,4,Cygnus,United States - Pennsylvania
2022-09-19 15:17:00+00:00,33.9415,-86.6803,142.916,6,Cygnus,United States - Alabama
2022-09-19 15:17:00+00:00,33.7412,-87.007,168.77,4,Cygnus,United States - Alabama
2022-09-19 15:17:00+00:00,33.7412,-87.007,168.77,4,Cygnus,United States - Alabama
2022-09-19 15:05:00+00:00,33.7412,-87.007,168.77,4,Cygnus,United States - Alabama
2022-09-19 14:54:00+00:00,33.3401,-86.6303,154.652,3,Cygnus,United States - Alabama
2022-09-19 14:56:00+00:00,33.3205,-86.883,200.565,2,Cygnus,United States - Alabama
2022-09-19 14:46:00+00:00,33.3401,-86.6303,154.652,4,Cygnus,United States - Alabama
2022-09-19 16:46:00+00:00,40.7986,-77.8673,373.112,3,Cygnus,United States - Pennsylvania
2022-09-19 15:47:00+00:00,42.3084,-71.1336,73.4931,1,Cygnus,United States - Massachusetts
2022-09-18 18:50:00+00:00,29.8725,-98.6307,391.147,5,Cygnus,United States - Texas
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-18 17:39:00+00:00,40.8037,-77.8569,347.81,1,Cygnus,United States - Pennsylvania
2022-09-18 16:29:00+00:00,33.5952,-86.5763,225.588,4,Cygnus,United States - Alabama
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-18 17:48:00+00:00,37.998,-105.699,2428.66,7,Cygnus,United States - Colorado
2022-09-17 16:05:00+00:00,33.0013,-87.4872,116.287,4,Cygnus,United States - Alabama
2022-09-18 18:44:00+00:00,47.2529,-94.4373,405.569,6,Cygnus,United States - Minnesota
2022-09-19 06:00:00+00:00,40.7934,-77.86,350.797,4,Cygnus,United States - Pennsylvania
2022-09-18 14:07:00+00:00,36.9049,-111.459,1298.87,4,Cygnus,United States - Arizona
2022-09-18 12:58:00+00:00,33.2216,-117.263,114.814,2,Cygnus,United States - California
2022-09-18 16:50:00+00:00,38.8271,-97.6415,378.807,4,Cygnus,United States - Kansas
2022-09-18 16:29:00+00:00,33.5952,-86.5763,225.588,4,Cygnus,United States - Alabama
2022-09-18 16:29:00+00:00,33.5952,-86.5763,225.588,4,Cygnus,United States - Alabama
2022-09-18 17:48:00+00:00,40.9713,-75.3096,256.963,4,Cygnus,United States - Pennsylvania
2022-09-18 15:48:00+00:00,32.2967,-86.2522,64.2403,3,Cygnus,United States - Alabama
2022-09-18 15:39:00+00:00,33.8143,-86.8094,166.978,4,Cygnus,United States - Alabama
2022-09-18 13:47:00+00:00,33.2871,-86.8247,149.94,4,Cygnus,United States - Alabama
2022-09-18 15:41:00+00:00,33.5001,-86.8046,193.808,3,Cygnus,United States - Alabama
2022-09-18 17:39:00+00:00,40.8037,-77.8569,347.81,1,Cygnus,United States - Pennsylvania
2022-09-17 16:25:00+00:00,40.7934,-77.86,350.797,2,Cygnus,United States - Pennsylvania
2022-09-18 16:30:00+00:00,40.7982,-77.8599,350.064,2,Cygnus,United States - Pennsylvania
2022-09-18 16:20:00+00:00,38.7569,-82.977,177.565,3,Cygnus,United States
2022-09-14 15:47:00+00:00,44.9696,-93.2412,251.761,2,Cygnus,United States - Minnesota
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-17 12:41:00+00:00,37.1887,-79.925,307.277,4,Cygnus,United States - Virginia
2022-09-16 06:29:00+00:00,40.0179,-78.9072,680.333,1,Cygnus,United States - Pennsylvania
2022-09-17 16:25:00+00:00,40.7934,-77.86,350.797,2,Cygnus,United States - Pennsylvania
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-17 16:25:00+00:00,40.7934,-77.86,350.797,2,Cygnus,United States - Pennsylvania
2022-09-17 16:05:00+00:00,33.0013,-87.4872,116.287,4,Cygnus,United States - Alabama
2022-09-17 16:05:00+00:00,33.0013,-87.4872,116.287,4,Cygnus,United States - Alabama
2022-09-17 18:01:00+00:00,35.2031,-85.9211,588.435,1,Cygnus,United States - Tennessee
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-17 18:32:00+00:00,44.9724,-93.107,260.105,1,Cygnus,United States - Minnesota
2022-09-17 16:40:00+00:00,37.998,-105.699,2428.92,7,Cygnus,United States - Colorado
2022-09-17 18:00:00+00:00,45.0569,-93.5111,295.909,2,Cygnus,United States - Minnesota
2022-09-17 18:01:00+00:00,35.2031,-85.9211,588.435,1,Cygnus,United States - Tennessee
2022-09-17 16:05:00+00:00,33.0013,-87.4872,116.287,4,Cygnus,United States - Alabama
2022-09-17 13:02:00+00:00,33.2216,-117.263,114.814,1,Cygnus,United States - California
2022-09-17 13:05:00+00:00,32.6102,-110.797,1332.5,6,Cygnus,United States - Arizona
2022-09-17 16:50:00+00:00,37.0019,-95.9332,224.333,3,Cygnus,United States - Kansas
2022-09-17 18:36:00+00:00,40.3166,-74.1064,18.9261,1,Cygnus,United States - New Jersey
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-17 16:50:00+00:00,38.193,-83.4341,248.805,3,Cygnus,United States - Kentucky
2022-09-17 15:22:00+00:00,45.0304,-93.2254,294.182,3,Cygnus,United States - Minnesota
2022-09-17 16:05:00+00:00,33.0013,-87.4872,116.287,4,Cygnus,United States - Alabama
2022-09-17 15:45:00+00:00,37.2018,-97.5203,372.069,3,Cygnus,United States - Kansas
2022-09-17 15:22:00+00:00,32.9122,-86.7664,173.612,3,Cygnus,United States - Alabama
2022-09-17 16:31:00+00:00,40.9887,-75.2963,249.714,3,Cygnus,United States - Pennsylvania
2022-09-15 17:02:00+00:00,42.397,-71.1963,48.7415,3,Cygnus,United States - Massachusetts
2022-09-17 16:50:00+00:00,38.193,-83.4341,248.805,3,Cygnus,United States - Kentucky
2022-09-17 16:54:00+00:00,34.75,-80.4426,203.736,4,Cygnus,United States - South Carolina
2022-09-17 16:11:00+00:00,38.7568,-82.9775,182.073,4,Cygnus,United States - Ohio
2022-09-17 16:25:00+00:00,40.7934,-77.86,350.797,2,Cygnus,United States - Pennsylvania
2022-09-17 12:41:00+00:00,37.1887,-79.925,307.277,4,Cygnus,United States - Virginia
2022-09-14 15:47:00+00:00,44.9696,-93.2412,251.761,2,Cygnus,United States - Minnesota
2022-09-14 15:47:00+00:00,44.9696,-93.2412,251.761,2,Cygnus,United States - Minnesota
2022-09-16 15:51:00+00:00,37.998,-105.699,2427.67,6,Cygnus,United States - Colorado
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-16 16:30:00+00:00,30.6487,-87.8313,49.365,4,Cygnus,United States - South Carolina
2022-09-15 15:33:00+00:00,37.998,-105.699,2427.67,6,Cygnus,United States - Colorado
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-15 18:53:00+00:00,39.0558,-76.4988,25.4229,3,Cygnus,United States - Maryland
2022-09-15 18:32:00+00:00,40.8689,-73.5289,21.6371,3,Cygnus,United States - New York
2022-09-15 16:06:00+00:00,44.9696,-93.2412,251.761,1,Cygnus,United States - Minnesota
2022-09-15 17:45:00+00:00,42.5759,-71.3758,62.9695,5,Cygnus,United States - Massachusetts
2022-09-15 11:19:00+00:00,35.2018,-111.663,2183.33,5,Cygnus,United States - Arizona
2022-09-15 05:12:00+00:00,35.4884,-79.1862,99.0977,3,Cygnus,United States - North Carolina
2022-09-15 04:00:00+00:00,35.2097,-111.62,2099.13,1,Cygnus,United States - Arizona
2022-09-15 16:15:00+00:00,41.4896,-71.445,6.67744,3,Cygnus,United States
2022-09-14 03:20:00+00:00,35.1983,-111.651,2103.93,5,Cygnus,United States - Arizona
2022-09-14 23:07:00+00:00,29.3801,-98.4753,182.154,3,Cygnus,United States - Texas
2022-09-14 16:09:00+00:00,33.0455,-112.059,359.614,5,Cygnus,United States - Arizona
2022-09-14 19:28:00+00:00,38.1036,-83.5135,238.863,2,Cygnus,United States - Kentucky
2022-09-14 13:52:00+00:00,35.1803,-111.654,2103.08,6,Cygnus,United States - Arizona
2022-09-14 15:08:00+00:00,37.9979,-105.699,2427.71,6,Cygnus,United States - Colorado
2022-09-14 19:38:00+00:00,39.0558,-76.4988,25.4229,3,Cygnus,United States - Maryland
2022-09-14 19:28:00+00:00,38.1036,-83.5135,238.863,2,Cygnus,United States - Kentucky
2022-09-14 01:15:00+00:00,35.1907,-111.657,2102.29,4,Cygnus,United States - Arizona
2022-09-14 01:15:00+00:00,35.1907,-111.657,2102.29,4,Cygnus,United States - Arizona
2022-09-13 08:27:00+00:00,35.1809,-111.656,2101.4,4,Cygnus,United States - Arizona
2022-09-09 15:05:00+00:00,35.1819,-111.654,2101.35,4,Cygnus,United States - Arizona
2022-09-14 16:04:00+00:00,38.6554,-78.4849,281.266,5,Cygnus,United States - Virginia
2022-09-14 07:20:00+00:00,32.8256,-117.156,127.057,2,Cygnus,United States - California
